movie_id,title,clean_title,image_label
110,Operation Dumbo Drop,operation dumbo drop,image_110.jpg
111,The Truth About Cats & Dogs,the truth about cats & dogs,image_111.jpg
112,Flipper,flipper,image_112.jpg
113,The Horseman on the Roof,the horseman on the roof,image_113.jpg
114,Wallace & Gromit: The Best of Aardman Animation,wallace & gromit: the best of aardman animation,image_114.jpg
115,The Haunted World of Edward D. Wood Jr.,the haunted world of edward d. wood jr.,image_115.jpg
116,Cold Comfort Farm,cold comfort farm,image_116.jpg
117,The Rock,the rock,image_117.jpg
118,Twister,twister,image_118.jpg
119,Maya Lin: A Strong Clear Vision,maya lin: a strong clear vision,image_119.jpg
120,Striptease,striptease,image_120.jpg
121,Independence Day,independence day,image_121.jpg
122,The Cable Guy,the cable guy,image_122.jpg
123,The Frighteners,the frighteners,image_123.jpg
124,Lone Star,lone star,image_124.jpg
125,Phenomenon,phenomenon,image_125.jpg
126,The Spitfire Grill,the spitfire grill,image_126.jpg
127,The Godfather,the godfather,image_127.jpg
128,Supercop,supercop,image_128.jpg
129,Bound,bound,image_129.jpg
130,Kansas City,kansas city,image_130.jpg
131,Breakfast at Tiffany's,breakfast at tiffany's,image_131.jpg
132,The Wizard of Oz,the wizard of oz,image_132.jpg
133,Gone with the Wind,gone with the wind,image_133.jpg
134,Citizen Kane,citizen kane,image_134.jpg
135,2001: A Space Odyssey,2001: a space odyssey,image_135.jpg
136,Mr. Smith Goes to Washington,mr. smith goes to washington,image_136.jpg
137,Big Night,big night,image_137.jpg
138,D3: The Mighty Ducks,d3: the mighty ducks,image_138.jpg
139,The Love Bug,the love bug,image_139.jpg
140,Homeward Bound: The Incredible Journey,homeward bound: the incredible journey,image_140.jpg
141,"20,000 Leagues Under the Sea","20,000 leagues under the sea",image_141.jpg
142,Bedknobs and Broomsticks,bedknobs and broomsticks,image_142.jpg
143,The Sound of Music,the sound of music,image_143.jpg
144,Die Hard,die hard,image_144.jpg
145,The Lawnmower Man,the lawnmower man,image_145.jpg
146,Unhook the Stars,unhook the stars,image_146.jpg
147,The Long Kiss Goodnight,the long kiss goodnight,image_147.jpg
148,The Ghost and the Darkness,the ghost and the darkness,image_148.jpg
149,Jude,jude,image_149.jpg
150,Swingers,swingers,image_150.jpg
151,Willy Wonka and the Chocolate Factory,willy wonka and the chocolate factory,image_151.jpg
152,Sleeper,sleeper,image_152.jpg
153,A Fish Called Wanda,a fish called wanda,image_153.jpg
154,Monty Python's Life of Brian,monty python's life of brian,image_154.jpg
155,Dirty Dancing,dirty dancing,image_155.jpg
156,Reservoir Dogs,reservoir dogs,image_156.jpg
157,Platoon,platoon,image_157.jpg
158,Weekend at Bernie's,weekend at bernie's,image_158.jpg
159,Basic Instinct,basic instinct,image_159.jpg
160,Glengarry Glen Ross,glengarry glen ross,image_160.jpg
161,Top Gun,top gun,image_161.jpg
162,On Golden Pond,on golden pond,image_162.jpg
163,The Return of the Pink Panther,the return of the pink panther,image_163.jpg
164,The Abyss,the abyss,image_164.jpg
165,Jean de Florette,jean de florette,image_165.jpg
166,Manon of the Spring,manon of the spring,image_166.jpg
167,Private Benjamin,private benjamin,image_167.jpg
168,Monty Python and the Holy Grail,monty python and the holy grail,image_168.jpg
169,The Wrong Trousers,the wrong trousers,image_169.jpg
170,Cinema Paradiso,cinema paradiso,image_170.jpg
171,Delicatessen,delicatessen,image_171.jpg
172,The Empire Strikes Back,the empire strikes back,image_172.jpg
173,The Princess Bride,the princess bride,image_173.jpg
174,Raiders of the Lost Ark,raiders of the lost ark,image_174.jpg
175,Brazil,brazil,image_175.jpg
176,Aliens,aliens,image_176.jpg
177,"The Good, The Bad and The Ugly","the good, the bad and the ugly",image_177.jpg
178,12 Angry Men,12 angry men,image_178.jpg
179,A Clockwork Orange,a clockwork orange,image_179.jpg
180,Apocalypse Now,apocalypse now,image_180.jpg
181,Return of the Jedi,return of the jedi,image_181.jpg
182,GoodFellas,goodfellas,image_182.jpg
183,Alien,alien,image_183.jpg
184,Army of Darkness,army of darkness,image_184.jpg
185,Psycho,psycho,image_185.jpg
186,The Blues Brothers,the blues brothers,image_186.jpg
187,The Godfather: Part II,the godfather: part ii,image_187.jpg
188,Full Metal Jacket,full metal jacket,image_188.jpg
189,A Grand Day Out,a grand day out,image_189.jpg
190,Henry V,henry v,image_190.jpg
191,Amadeus,amadeus,image_191.jpg
192,Raging Bull,raging bull,image_192.jpg
193,The Right Stuff,the right stuff,image_193.jpg
194,The Sting,the sting,image_194.jpg
195,The Terminator,the terminator,image_195.jpg
196,Dead Poets Society,dead poets society,image_196.jpg
197,The Graduate,the graduate,image_197.jpg
198,Nikita,nikita,image_198.jpg
199,The Bridge on the River Kwai,the bridge on the river kwai,image_199.jpg
200,The Shining,the shining,image_200.jpg
201,Evil Dead II,evil dead ii,image_201.jpg
202,Groundhog Day,groundhog day,image_202.jpg
203,Unforgiven,unforgiven,image_203.jpg
204,Back to the Future,back to the future,image_204.jpg
205,Patton,patton,image_205.jpg
206,Akira,akira,image_206.jpg
207,Cyrano de Bergerac,cyrano de bergerac,image_207.jpg
208,Young Frankenstein,young frankenstein,image_208.jpg
209,This Is Spinal Tap,this is spinal tap,image_209.jpg
210,Indiana Jones and the Last Crusade,indiana jones and the last crusade,image_210.jpg
211,M*A*S*H,m*a*s*h,image_211.jpg
212,The Unbearable Lightness of Being,the unbearable lightness of being,image_212.jpg
213,A Room with a View,a room with a view,image_213.jpg
214,Pink Floyd - The Wall,pink floyd - the wall,image_214.jpg
215,Field of Dreams,field of dreams,image_215.jpg
216,When Harry Met Sally,when harry met sally,image_216.jpg
217,Bram Stoker's Dracula,bram stoker's dracula,image_217.jpg
218,Cape Fear,cape fear,image_218.jpg
219,A Nightmare on Elm Street,a nightmare on elm street,image_219.jpg
220,The Mirror Has Two Faces,the mirror has two faces,image_220.jpg
221,Breaking the Waves,breaking the waves,image_221.jpg
222,Star Trek: First Contact,star trek: first contact,image_222.jpg
223,Sling Blade,sling blade,image_223.jpg
224,Ridicule,ridicule,image_224.jpg
225,101 Dalmatians,101 dalmatians,image_225.jpg
226,Die Hard 2,die hard 2,image_226.jpg
227,Star Trek VI: The Undiscovered Country,star trek vi: the undiscovered country,image_227.jpg
228,Star Trek: The Wrath of Khan,star trek: the wrath of khan,image_228.jpg
229,Star Trek III: The Search for Spock,star trek iii: the search for spock,image_229.jpg
230,Star Trek IV: The Voyage Home,star trek iv: the voyage home,image_230.jpg
231,Batman Returns,batman returns,image_231.jpg
232,Young Guns,young guns,image_232.jpg
233,Under Siege,under siege,image_233.jpg
234,Jaws,jaws,image_234.jpg
235,Mars Attacks!,mars attacks!,image_235.jpg
236,Citizen Ruth,citizen ruth,image_236.jpg
237,Jerry Maguire,jerry maguire,image_237.jpg
238,Raising Arizona,raising arizona,image_238.jpg
239,Sneakers,sneakers,image_239.jpg
240,Beavis and Butt-head Do America,beavis and butt-head do america,image_240.jpg
241,The Last of the Mohicans,the last of the mohicans,image_241.jpg
242,Kolya,kolya,image_242.jpg
243,Jungle2Jungle,jungle2jungle,image_243.jpg
244,Smilla's Sense of Snow,smilla's sense of snow,image_244.jpg
245,The Devil's Own,the devil's own,image_245.jpg
246,Chasing Amy,chasing amy,image_246.jpg
247,Turbo: A Power Rangers Movie,turbo: a power rangers movie,image_247.jpg
248,Grosse Pointe Blank,grosse pointe blank,image_248.jpg
249,Austin Powers: International Man of Mystery,austin powers: international man of mystery,image_249.jpg
250,The Fifth Element,the fifth element,image_250.jpg
251,Shall We Dance?,shall we dance?,image_251.jpg
252,TheLost World: Jurassic Park,thelost world: jurassic park,image_252.jpg
253,The Pillow Book,the pillow book,image_253.jpg
254,Batman & Robin,batman & robin,image_254.jpg
255,My Best Friend's Wedding,my best friend's wedding,image_255.jpg
256,When the Cats Away,when the cats away,image_256.jpg
257,Men in Black,men in black,image_257.jpg
258,Contact,contact,image_258.jpg
259,George of the Jungle,george of the jungle,image_259.jpg
260,Event Horizon,event horizon,image_260.jpg
261,Air Bud,air bud,image_261.jpg
262,In the Company of Men,in the company of men,image_262.jpg
263,Steel,steel,image_263.jpg
264,Mimic,mimic,image_264.jpg
265,The Hunt for Red October,the hunt for red october,image_265.jpg
266,Kull the Conqueror,kull the conqueror,image_266.jpg
267,,nan,image_267.jpg
268,Chasing Amy,chasing amy,image_268.jpg
269,The Full Monty,the full monty,image_269.jpg
270,Gattaca,gattaca,image_270.jpg
271,Starship Troopers,starship troopers,image_271.jpg
272,Good Will Hunting,good will hunting,image_272.jpg
273,Heat,heat,image_273.jpg
274,Sabrina,sabrina,image_274.jpg
275,Sense and Sensibility,sense and sensibility,image_275.jpg
276,Leaving Las Vegas,leaving las vegas,image_276.jpg
277,Restoration,restoration,image_277.jpg
278,Bed of Roses,bed of roses,image_278.jpg
279,Once Upon a Time... When We Were Colored,once upon a time... when we were colored,image_279.jpg
280,Up Close and Personal,up close and personal,image_280.jpg
281,The River Wild,the river wild,image_281.jpg
282,A Time to Kill,a time to kill,image_282.jpg
283,Emma,emma,image_283.jpg
284,Tin Cup,tin cup,image_284.jpg
285,Secrets & Lies,secrets & lies,image_285.jpg
286,The English Patient,the english patient,image_286.jpg
287,Marvin's Room,marvin's room,image_287.jpg
288,Scream,scream,image_288.jpg
289,Evita,evita,image_289.jpg
290,Fierce Creatures,fierce creatures,image_290.jpg
291,Absolute Power,absolute power,image_291.jpg
292,Rosewood,rosewood,image_292.jpg
293,Donnie Brasco,donnie brasco,image_293.jpg
294,Liar Liar,liar liar,image_294.jpg
295,Breakdown,breakdown,image_295.jpg
296,La Promesse,la promesse,image_296.jpg
297,Ulee's Gold,ulee's gold,image_297.jpg
298,Face/Off,face/off,image_298.jpg
299,Hoodlum,hoodlum,image_299.jpg
300,Air Force One,air force one,image_300.jpg
301,In & Out,in & out,image_301.jpg
302,L.A. Confidential,l.a. confidential,image_302.jpg
303,Ulee's Gold,ulee's gold,image_303.jpg
304,Fly Away Home,fly away home,image_304.jpg
305,The Ice Storm,the ice storm,image_305.jpg
306,Mrs. Brown,mrs. brown,image_306.jpg
307,The Devil's Advocate,the devil's advocate,image_307.jpg
308,FairyTale: A True Story,fairytale: a true story,image_308.jpg
309,Deceiver,deceiver,image_309.jpg
310,The Rainmaker,the rainmaker,image_310.jpg
311,The Wings of the Dove,the wings of the dove,image_311.jpg
312,Midnight in the Garden of Good and Evil,midnight in the garden of good and evil,image_312.jpg
313,Titanic,titanic,image_313.jpg
314,3 Ninjas: High Noon At Mega Mountain,3 ninjas: high noon at mega mountain,image_314.jpg
315,Apt Pupil,apt pupil,image_315.jpg
316,As Good As It Gets,as good as it gets,image_316.jpg
317,In the Name of the Father,in the name of the father,image_317.jpg
318,Schindler's List,schindler's list,image_318.jpg
319,Everyone Says I Love You,everyone says i love you,image_319.jpg
320,Paradise Lost: The Child Murders at Robin Hood Hills,paradise lost: the child murders at robin hood hills,image_320.jpg
321,Mother,mother,image_321.jpg
322,Murder at 1600,murder at 1600,image_322.jpg
323,Dante's Peak,dante's peak,image_323.jpg
324,Lost Highway,lost highway,image_324.jpg
325,Crash,crash,image_325.jpg
326,G.I. Jane,g.i. jane,image_326.jpg
327,Cop Land,cop land,image_327.jpg
328,Conspiracy Theory,conspiracy theory,image_328.jpg
329,Desperate Measures,desperate measures,image_329.jpg
330,187,187,image_330.jpg
331,The Edge,the edge,image_331.jpg
332,Kiss the Girls,kiss the girls,image_332.jpg
333,The Game,the game,image_333.jpg
334,U Turn,u turn,image_334.jpg
335,How to Be a Player,how to be a player,image_335.jpg
336,Playing God,playing god,image_336.jpg
337,The House of Yes,the house of yes,image_337.jpg
338,Bean,bean,image_338.jpg
339,Mad City,mad city,image_339.jpg
340,Boogie Nights,boogie nights,image_340.jpg
341,Critical Care,critical care,image_341.jpg
342,The Man Who Knew Too Little,the man who knew too little,image_342.jpg
343,Alien: Resurrection,alien: resurrection,image_343.jpg
344,The Apostle,the apostle,image_344.jpg
345,Deconstructing Harry,deconstructing harry,image_345.jpg
346,Jackie Brown,jackie brown,image_346.jpg
347,Wag the Dog,wag the dog,image_347.jpg
348,Desperate Measures,desperate measures,image_348.jpg
349,Hard Rain,hard rain,image_349.jpg
350,Fallen,fallen,image_350.jpg
351,The Prophecy II,the prophecy ii,image_351.jpg
352,Spice World,spice world,image_352.jpg
353,Deep Rising,deep rising,image_353.jpg
354,The Wedding Singer,the wedding singer,image_354.jpg
355,Sphere,sphere,image_355.jpg
356,The Client,the client,image_356.jpg
357,One Flew Over the Cuckoo's Nest,one flew over the cuckoo's nest,image_357.jpg
358,Spawn,spawn,image_358.jpg
359,The Assignment,the assignment,image_359.jpg
360,Wonderland,wonderland,image_360.jpg
361,Incognito,incognito,image_361.jpg
362,Blues Brothers 2000,blues brothers 2000,image_362.jpg
363,Sudden Death,sudden death,image_363.jpg
364,Ace Ventura: When Nature Calls,ace ventura: when nature calls,image_364.jpg
365,Powder,powder,image_365.jpg
366,Dangerous Minds,dangerous minds,image_366.jpg
367,Clueless,clueless,image_367.jpg
368,Bio-Dome,bio-dome,image_368.jpg
369,Black Sheep,black sheep,image_369.jpg
370,Mary Reilly,mary reilly,image_370.jpg
371,The Bridges of Madison County,the bridges of madison county,image_371.jpg
372,Jeffrey,jeffrey,image_372.jpg
373,Judge Dredd,judge dredd,image_373.jpg
374,Mighty Morphin Power Rangers: The Movie,mighty morphin power rangers: the movie,image_374.jpg
375,Showgirls,showgirls,image_375.jpg
376,Houseguest,houseguest,image_376.jpg
377,Heavyweights,heavyweights,image_377.jpg
378,Miracle on 34th Street,miracle on 34th street,image_378.jpg
379,Tales From the Crypt Presents: Demon Knight,tales from the crypt presents: demon knight,image_379.jpg
380,Star Trek: Generations,star trek: generations,image_380.jpg
381,Muriel's Wedding,muriel's wedding,image_381.jpg
382,"The Adventures of Priscilla, Queen of the Desert","the adventures of priscilla, queen of the desert",image_382.jpg
383,The Flintstones,the flintstones,image_383.jpg
384,Naked Gun 33 1/3: The Final Insult,naked gun 33 1/3: the final insult,image_384.jpg
385,True Lies,true lies,image_385.jpg
386,Addams Family Values,addams family values,image_386.jpg
387,The Age of Innocence,the age of innocence,image_387.jpg
388,Beverly Hills Cop III,beverly hills cop iii,image_388.jpg
389,Black Beauty,black beauty,image_389.jpg
390,Fear of a Black Hat,fear of a black hat,image_390.jpg
391,Last Action Hero,last action hero,image_391.jpg
392,The Man Without a Face,the man without a face,image_392.jpg
393,Mrs. Doubtfire,mrs. doubtfire,image_393.jpg
394,Radioland Murders,radioland murders,image_394.jpg
395,Robin Hood: Men in Tights,robin hood: men in tights,image_395.jpg
396,Serial Mom,serial mom,image_396.jpg
397,Striking Distance,striking distance,image_397.jpg
398,Super Mario Bros.,super mario bros.,image_398.jpg
399,The Three Musketeers,the three musketeers,image_399.jpg
400,The Little Rascals,the little rascals,image_400.jpg
401,The Brady Bunch Movie,the brady bunch movie,image_401.jpg
402,Ghost,ghost,image_402.jpg
403,Batman,batman,image_403.jpg
404,Pinocchio,pinocchio,image_404.jpg
405,Mission: Impossible,mission: impossible,image_405.jpg
406,Thinner,thinner,image_406.jpg
407,Spy Hard,spy hard,image_407.jpg
408,A Close Shave,a close shave,image_408.jpg
409,Jack,jack,image_409.jpg
410,Kingpin,kingpin,image_410.jpg
411,The Nutty Professor,the nutty professor,image_411.jpg
412,A Very Brady Sequel,a very brady sequel,image_412.jpg
413,Tales from the Crypt Presents: Bordello of Blood,tales from the crypt presents: bordello of blood,image_413.jpg
414,My Favorite Year,my favorite year,image_414.jpg
415,The Apple Dumpling Gang,the apple dumpling gang,image_415.jpg
416,Old Yeller,old yeller,image_416.jpg
417,The Parent Trap,the parent trap,image_417.jpg
418,Cinderella,cinderella,image_418.jpg
419,Mary Poppins,mary poppins,image_419.jpg
420,Alice in Wonderland,alice in wonderland,image_420.jpg
421,William Shakespeare's Romeo and Juliet,william shakespeare's romeo and juliet,image_421.jpg
422,Aladdin and the King of Thieves,aladdin and the king of thieves,image_422.jpg
423,E.T. the Extra-Terrestrial,e.t. the extra-terrestrial,image_423.jpg
424,Children of the Corn: The Gathering,children of the corn: the gathering,image_424.jpg
425,Bob Roberts,bob roberts,image_425.jpg
426,The Transformers: The Movie,the transformers: the movie,image_426.jpg
427,To Kill a Mockingbird,to kill a mockingbird,image_427.jpg
428,Harold and Maude,harold and maude,image_428.jpg
429,The Day the Earth Stood Still,the day the earth stood still,image_429.jpg
430,Duck Soup,duck soup,image_430.jpg
431,Highlander,highlander,image_431.jpg
432,Fantasia,fantasia,image_432.jpg
433,Heathers,heathers,image_433.jpg
434,Forbidden Planet,forbidden planet,image_434.jpg
435,Butch Cassidy and the Sundance Kid,butch cassidy and the sundance kid,image_435.jpg
436,An American Werewolf in London,an american werewolf in london,image_436.jpg
437,Amityville 1992: It's About Time,amityville 1992: it's about time,image_437.jpg
438,Amityville 3-D,amityville 3-d,image_438.jpg
439,Amityville: A New Generation,amityville: a new generation,image_439.jpg
440,Amityville II: The Possession,amityville ii: the possession,image_440.jpg
441,The Amityville Horror,the amityville horror,image_441.jpg
442,The Amityville Curse,the amityville curse,image_442.jpg
443,The Birds,the birds,image_443.jpg
444,The Blob,the blob,image_444.jpg
445,The Body Snatcher,the body snatcher,image_445.jpg
446,Burnt Offerings,burnt offerings,image_446.jpg
447,Carrie,carrie,image_447.jpg
448,The Omen,the omen,image_448.jpg
449,Star Trek: The Motion Picture,star trek: the motion picture,image_449.jpg
450,Star Trek V: The Final Frontier,star trek v: the final frontier,image_450.jpg
451,Grease,grease,image_451.jpg
452,Jaws 2,jaws 2,image_452.jpg
453,Jaws 3-D,jaws 3-d,image_453.jpg
454,Bastard Out of Carolina,bastard out of carolina,image_454.jpg
455,Jackie Chan's First Strike,jackie chan's first strike,image_455.jpg
456,Beverly Hills Ninja,beverly hills ninja,image_456.jpg
457,Free Willy 3: The Rescue,free willy 3: the rescue,image_457.jpg
458,Nixon,nixon,image_458.jpg
459,"Cry, the Beloved Country","cry, the beloved country",image_459.jpg
460,The Crossing Guard,the crossing guard,image_460.jpg
461,Smoke,smoke,image_461.jpg
462,Like Water For Chocolate,like water for chocolate,image_462.jpg
463,The Secret of Roan Inish,the secret of roan inish,image_463.jpg
464,Vanya on 42nd Street,vanya on 42nd street,image_464.jpg
465,The Jungle Book,the jungle book,image_465.jpg
466,Red Rock West,red rock west,image_466.jpg
467,A Bronx Tale,a bronx tale,image_467.jpg
468,Rudy,rudy,image_468.jpg
469,Short Cuts,short cuts,image_469.jpg
470,Tombstone,tombstone,image_470.jpg
471,Courage Under Fire,courage under fire,image_471.jpg
472,Dragonheart,dragonheart,image_472.jpg
473,James and the Giant Peach,james and the giant peach,image_473.jpg
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,dr. strangelove or: how i learned to stop worrying and love the bomb,image_474.jpg
475,Trainspotting,trainspotting,image_475.jpg
476,The First Wives Club,the first wives club,image_476.jpg
477,Matilda,matilda,image_477.jpg
478,The Philadelphia Story,the philadelphia story,image_478.jpg
479,Vertigo,vertigo,image_479.jpg
480,North by Northwest,north by northwest,image_480.jpg
481,The Apartment,the apartment,image_481.jpg
482,Some Like It Hot,some like it hot,image_482.jpg
483,Casablanca,casablanca,image_483.jpg
484,The Maltese Falcon,the maltese falcon,image_484.jpg
485,My Fair Lady,my fair lady,image_485.jpg
486,Sabrina,sabrina,image_486.jpg
487,Roman Holiday,roman holiday,image_487.jpg
488,Sunset Blvd.,sunset blvd.,image_488.jpg
489,Notorious,notorious,image_489.jpg
490,To Catch a Thief,to catch a thief,image_490.jpg
491,The Adventures of Robin Hood,the adventures of robin hood,image_491.jpg
492,East of Eden,east of eden,image_492.jpg
493,The Thin Man,the thin man,image_493.jpg
494,His Girl Friday,his girl friday,image_494.jpg
495,Around the World in 80 Days,around the world in 80 days,image_495.jpg
496,It's a Wonderful Life,it's a wonderful life,image_496.jpg
497,Bringing Up Baby,bringing up baby,image_497.jpg
498,The African Queen,the african queen,image_498.jpg
499,Cat on a Hot Tin Roof,cat on a hot tin roof,image_499.jpg
500,Fly Away Home,fly away home,image_500.jpg
501,Dumbo,dumbo,image_501.jpg
502,Bananas,bananas,image_502.jpg
503,The Candidate,the candidate,image_503.jpg
504,Bonnie and Clyde,bonnie and clyde,image_504.jpg
505,Dial M for Murder,dial m for murder,image_505.jpg
506,Rebel Without a Cause,rebel without a cause,image_506.jpg
507,A Streetcar Named Desire,a streetcar named desire,image_507.jpg
508,The People vs. Larry Flynt,the people vs. larry flynt,image_508.jpg
509,My Left Foot,my left foot,image_509.jpg
510,The Magnificent Seven,the magnificent seven,image_510.jpg
511,Lawrence of Arabia,lawrence of arabia,image_511.jpg
512,Wings of Desire,wings of desire,image_512.jpg
513,The Third Man,the third man,image_513.jpg
514,Annie Hall,annie hall,image_514.jpg
515,"Boot, Das","boot, das",image_515.jpg
516,Local Hero,local hero,image_516.jpg
517,Manhattan,manhattan,image_517.jpg
518,Miller's Crossing,miller's crossing,image_518.jpg
519,The Treasure of the Sierra Madre,the treasure of the sierra madre,image_519.jpg
520,The Great Escape,the great escape,image_520.jpg
521,The Deer Hunter,the deer hunter,image_521.jpg
522,Down by Law,down by law,image_522.jpg
523,Cool Hand Luke,cool hand luke,image_523.jpg
524,The Great Dictator,the great dictator,image_524.jpg
525,The Big Sleep,the big sleep,image_525.jpg
526,Ben-Hur,ben-hur,image_526.jpg
527,Gandhi,gandhi,image_527.jpg
528,The Killing Fields,the killing fields,image_528.jpg
529,My Life as a Dog,my life as a dog,image_529.jpg
530,The Man Who Would Be King,the man who would be king,image_530.jpg
531,Shine,shine,image_531.jpg
532,Kama Sutra: A Tale of Love,kama sutra: a tale of love,image_532.jpg
533,The Daytrippers,the daytrippers,image_533.jpg
534,Traveller,traveller,image_534.jpg
535,Addicted to Love,addicted to love,image_535.jpg
536,Ponette,ponette,image_536.jpg
537,My Own Private Idaho,my own private idaho,image_537.jpg
538,Anastasia,anastasia,image_538.jpg
539,Mouse Hunt,mouse hunt,image_539.jpg
540,Money Train,money train,image_540.jpg
541,Mortal Kombat,mortal kombat,image_541.jpg
542,Pocahontas,pocahontas,image_542.jpg
543,Les Misrables,les misrables,image_543.jpg
